时间序号,归一化流量,归一化液位,归一化设备性能,归一化温度,设备前端可能的影响因素1,设备前端可能的影响因素2,设备前端可能的影响因素3
3163,0.021249401,0.931991225,0.308058335,0.628582406,0.531585221,0.179587482,0.429645708
3164,0.004473558,0.932120274,0.308058335,0.625249872,0.534763607,0.180654339,0.428810225
3165,0.021249401,0.932120274,0.308132655,0.62172722,0.535955503,0.179231863,0.426972102
3166,0.006071257,0.931733127,0.308206976,0.618204264,0.53913389,0.179231863,0.424966515
3167,0.004473558,0.931862176,0.308206976,0.61430077,0.541120381,0.179943101,0.421624278
3168,0.005272408,0.931604078,0.308132655,0.61011149,0.542312277,0.180654339,0.417112242
3169,0.005272408,0.931733127,0.307835284,0.606493475,0.543106873,0.18029872,0.415106961
3170,0.020610321,0.93134598,0.307835284,0.60382757,0.542709575,0.18029872,0.411096399
3171,0.021409171,0.931216931,0.307686643,0.602399254,0.543504172,0.177809388,0.410093758
3172,0.664323374,0.962575816,0.19372584,0.610682755,0.368692888,0.228662873,0.284258084
3173,0.6509027,0.965802039,0.192685103,0.617252155,0.354390147,0.3371266,0.206550779
3174,0.666080844,0.967608724,0.193428486,0.615824144,0.41716329,0.332859175,0.210394428
3175,0.663045215,0.949283779,0.189711567,0.621536798,0.419149781,0.323613087,0.208389055
3176,0.640038345,0.967866822,0.191941719,0.620394268,0.452125546,0.308677098,0.218582863
3177,0.639399265,0.948251387,0.188076123,0.623631438,0.45371474,0.288051209,0.229612338
3178,0.660169356,0.967737773,0.189860244,0.621536798,0.460468812,0.288762447,0.228442478
3179,0.552324653,0.946444703,0.271409456,0.623250595,0.466825586,0.286273115,0.235294141
3180,0.020770091,0.969544457,0.311329153,0.620680053,0.478347239,0.27311522,0.247326226
3181,0.6981946,0.954832882,0.20755278,0.623631438,0.468812078,0.286628734,0.233455926
3182,0.667998083,0.967479675,0.189414213,0.620203846,0.484306714,0.267069701,0.24866309
3183,0.647867071,0.949025681,0.186663693,0.622012701,0.486690505,0.260668563,0.252506647
3184,0.641795814,0.966060137,0.189637229,0.620775111,0.480731029,0.283428165,0.230447821
3185,0.639878575,0.944638018,0.185548617,0.620680053,0.493047279,0.263157895,0.243482637
3186,0.659530276,0.966189186,0.188447814,0.620203846,0.485895908,0.254978663,0.251169783
3187,0.641636044,0.952897148,0.185697294,0.617632999,0.505363528,0.298008535,0.26520724
3188,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3189,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3190,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3191,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3192,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3193,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3194,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3195,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3196,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3197,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3198,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3199,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3200,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3201,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3202,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3203,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3204,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3205,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3206,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3207,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3208,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3209,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3210,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3211,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3212,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3213,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3214,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3215,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3216,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3217,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3218,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3219,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3220,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3221,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3222,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3223,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3224,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3225,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3226,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3227,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3228,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3229,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3230,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3231,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3232,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3233,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3234,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3235,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3236,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3237,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3238,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3239,0.652660169,0.967866822,0.189934582,0.619251737,0.489868892,0.264224751,0.241477295
3240,0.640996964,0.961672474,0.182054713,0.472341155,0.36352801,0.443100996,0.030414398
3241,0.657613037,0.961156278,0.175438596,0.478149173,0.289630513,0.438122333,0.008188512
3242,0.659050967,0.938959866,0.167781742,0.498238522,0.272149384,0.401849218,0.008188512
3243,0.639239495,0.96218867,0.170309248,0.492430809,0.264600715,0.318990043,0.012533393
3244,0.638440645,0.960381985,0.168302111,0.48433773,0.2681764,0.326813656,0.026069517
3245,0.02300687,0.938830817,0.305753773,0.504903286,0.279300755,0.334637269,0.043282079
3246,0.001917239,0.963995354,0.303449301,0.503856118,0.284068335,0.344238976,0.051637672
3247,0.675986579,0.960511034,0.168004758,0.497953042,0.303138657,0.343883357,0.074030722
3248,0.662406135,0.937024132,0.162057687,0.508616663,0.361144219,0.350640114,0.092580215
3249,0.662406135,0.95973674,0.1642135,0.510140038,0.366309098,0.373044097,0.104278076
3250,0.644831443,0.941927991,0.159901873,0.503665696,0.491458085,0.35455192,0.124832911
3251,0.647547532,0.959865789,0.160645257,0.516709438,0.53913389,0.341394026,0.149064207
3252,0.657932577,0.958962447,0.159084151,0.508330878,0.581644815,0.337837838,0.198696506
3253,0.642115354,0.954445735,0.1558876,0.522993358,0.594358363,0.335704125,0.188502667
3254,0.020450551,0.958704349,0.29750223,0.512139314,0.611839491,0.329658606,0.211564165
3255,0.021568941,0.95741386,0.309099001,0.524707154,0.615812475,0.309743954,0.234959887
3256,0.69883368,0.959994838,0.175215581,0.514043533,0.624950338,0.318990043,0.250167173
3257,0.671992331,0.956768615,0.159232828,0.525754626,0.622566547,0.317923186,0.268716544
3258,0.643553283,0.955865273,0.157820398,0.516804801,0.630512515,0.324324324,0.282419869
3259,0.664483144,0.953155246,0.1558876,0.52851559,0.629717918,0.325746799,0.291610975
3260,0.643872823,0.955090979,0.155738924,0.517471125,0.635280095,0.330369844,0.302473323
3261,0.642594664,0.954961931,0.154029141,0.52194619,0.635280095,0.315789474,0.322693812
3262,0.657293497,0.953413344,0.152170681,0.523279143,0.642828764,0.286984353,0.340741954
3263,0.642115354,0.909278617,0.144736842,0.527753903,0.646801748,0.241465149,0.369819448
3264,0.019651702,0.95625242,0.302705917,0.518423539,0.647199046,0.193100996,0.386196625
3265,0.003674708,0.958317202,0.309545103,0.522993358,0.646801748,0.170697013,0.390040029
3266,0.668956702,0.958446251,0.161834671,0.529372641,0.653953119,0.162162162,0.391544143
3267,0.665761304,0.953671441,0.156556646,0.533561921,0.63647199,0.159317212,0.380180475
3268,0.646109602,0.951864757,0.157374368,0.538322466,0.641239571,0.196301565,0.344251349
3269,0.638440645,0.936378888,0.15499554,0.535466139,0.635677394,0.250355619,0.323529295
3270,0.642914204,0.889017938,0.146000595,0.543844699,0.635280095,0.271337127,0.319518733
3271,0.660009586,0.949799974,0.155069878,0.544130179,0.636074692,0.300497866,0.306985267
3272,0.658891197,0.951219512,0.154772525,0.543939757,0.639650377,0.31685633,0.306651257
3273,0.637322256,0.891340818,0.144142135,0.547843557,0.644417958,0.318990043,0.310828977
3274,0.003355169,0.943347529,0.303523622,0.550128619,0.644417958,0.334992888,0.302473323
3275,0.00111839,0.956768615,0.309619423,0.547462713,0.646007151,0.327880512,0.311497302
3276,0.662086595,0.886307911,0.147636039,0.552508739,0.649980135,0.320768137,0.319853048
3277,0.665921074,0.953542393,0.156407969,0.553937055,0.64878824,0.284139403,0.321189698
3278,0.647227992,0.952510001,0.155738924,0.548795666,0.653953119,0.324679943,0.323529295
3279,0.654896948,0.893276552,0.144736842,0.554127477,0.656734207,0.330725462,0.328208488
3280,0.655056718,0.951606659,0.154252156,0.553270426,0.655145014,0.263513514,0.37149072
3281,0.643713053,0.952122855,0.153211418,0.550890306,0.657926103,0.330369844,0.322693812
3282,0.659370506,0.934572203,0.149345822,0.554222535,0.660309893,0.328947368,0.319351575
3283,0.655536028,0.951348561,0.151798989,0.551175786,0.661104489,0.333926031,0.317513451
3284,0.010704585,0.886049813,0.294974707,0.552889582,0.667461263,0.333926031,0.30848938
3285,0.004154018,0.95263905,0.309173411,0.550890306,0.674612634,0.320412518,0.3126671
3286,0.672631411,0.904890954,0.148379423,0.552032837,0.690504569,0.27027027,0.331717883
3287,0.649784311,0.943863724,0.151798989,0.551651993,0.696464044,0.224395448,0.342914393
3288,0.649145231,0.899470899,0.14577758,0.552318317,0.701231625,0.18314367,0.361129693
3289,0.639718805,0.952897148,0.154252156,0.551461571,0.701231625,0.16571835,0.366143202
3290,0.637961336,0.880629759,0.14161463,0.555936331,0.688120779,0.161450925,0.358957254
3291,0.658252117,0.952897148,0.152988403,0.554222535,0.675407231,0.189900427,0.328375646
3292,0.661127976,0.949799974,0.152616711,0.558507178,0.676599126,0.246799431,0.301136367
3293,0.640677425,0.925925926,0.148007731,0.563553509,0.675009932,0.275604552,0.286931813
3294,0.003834478,0.941153697,0.305382081,0.563362782,0.678188319,0.294807966,0.281584264
3295,0.02300687,0.958059104,0.310288486,0.564505313,0.6829559,0.298008535,0.285427821
3296,0.671033711,0.955349077,0.156333631,0.565933629,0.684942392,0.290540541,0.283088225
3297,0.652500399,0.951993806,0.155069878,0.56707616,0.690504569,0.314366999,0.281082882
3298,0.652660169,0.951993806,0.154772525,0.56736164,0.690901867,0.314722617,0.286931813
3299,0.643393513,0.942573235,0.151650312,0.568599534,0.694477553,0.316145092,0.282252742
3300,0.642115354,0.911988644,0.145257211,0.568980378,0.695669448,0.316500711,0.286430554
3301,0.658891197,0.888630791,0.142358014,0.5691708,0.696066746,0.311877667,0.294786085
3302,0.635884327,0.877016389,0.139607493,0.569265858,0.701231625,0.312588905,0.288435896
3303,0.020770091,0.904632856,0.285905459,0.566599953,0.704410012,0.307610242,0.29996663
3304,0.00063908,0.957284811,0.308727309,0.562506036,0.703218117,0.308677098,0.30364306
3305,0.69851414,0.956639566,0.171944692,0.562791517,0.705601907,0.367709815,0.292446581
3306,0.668956702,0.895728481,0.142729706,0.55784055,0.712355979,0.336415363,0.297459906
3307,0.660329126,0.953026197,0.151204282,0.550509462,0.715931665,0.341038407,0.316176495
3308,0.658891197,0.902697122,0.140945584,0.547938615,0.728247914,0.303342817,0.351102981
3309,0.652660169,0.93844367,0.145554564,0.537846259,0.739769567,0.310810811,0.352607095
3310,0.642115354,0.872499677,0.134478145,0.53660867,0.744537147,0.257112376,0.387032107
3311,0.658092347,0.950445219,0.144513827,0.529467699,0.751688518,0.214793741,0.407252688
3312,0.02428503,0.914182475,0.331772209,0.527753903,0.767977751,0.181721195,0.419618997
3313,0,0.932765518,0.335414808,0.518137754,0.784664283,0.166429587,0.448696491
3314,0.002396549,0.93134598,0.331623569,0.514043533,0.851807708,0.1628734,0.45187157
3315,0.026042499,0.931087882,0.331697889,0.511663412,0.874851013,0.160384068,0.457219395
3316,0.020610321,0.930571687,0.331623569,0.50909287,0.881605085,0.158605974,0.464237878
3317,0.003355169,0.93018454,0.331772209,0.505093707,0.885578069,0.157894737,0.466744633
3318,0.003674708,0.931087882,0.331549248,0.499095573,0.889153754,0.157539118,0.471423826
3319,0.644831443,0.947735192,0.208147547,0.505855395,0.873659118,0.157183499,0.480113582
3320,0.639079725,0.889276036,0.197145406,0.512901002,0.804131903,0.169274538,0.483121809
3321,0.636683176,0.890050329,0.196550699,0.515566907,0.758839889,0.249644381,0.434826375
3322,0.019172392,0.93844367,0.304490056,0.506331601,0.73420739,0.321479374,0.409759443
3323,0.004313788,0.944250871,0.308504347,0.506807504,0.72427493,0.355618777,0.394552065
3324,0.670873942,0.957284811,0.208147547,0.507093289,0.719110052,0.38655761,0.37249336
3325,0.669755552,0.953284295,0.204058935,0.508807085,0.715534366,0.401493599,0.363302132
3326,0.644671673,0.954187637,0.202572168,0.505569914,0.71473977,0.397226174,0.362968122
3327,0.643872823,0.950445219,0.201828784,0.507093289,0.713945173,0.418918919,0.347092113
3328,0.654577409,0.953284295,0.20063937,0.504332325,0.712355979,0.41571835,0.345755463
3329,0.640198115,0.953026197,0.199821588,0.501285271,0.71473977,0.423897582,0.336229918
3330,0.642115354,0.952897148,0.197294083,0.501571056,0.708780294,0.432788051,0.318181776
3331,0.647867071,0.950832365,0.195955992,0.497667257,0.710766786,0.434566145,0.316009338
3332,0.007349417,0.951348561,0.308504347,0.498428944,0.711561383,0.409672831,0.315006697
3333,0.005432178,0.933410763,0.307166221,0.499190631,0.721493842,0.337837838,0.348596227
3334,0.672471641,0.941540844,0.192387749,0.499476416,0.727453317,0.302631579,0.334558953
3335,0.648026841,0.895212285,0.184136188,0.496810511,0.743345252,0.237553343,0.3490977
3336,0.656015338,0.918699187,0.187184062,0.498333885,0.755661502,0.190256046,0.379679002
3337,0.642275124,0.953671441,0.192536426,0.489574482,0.740166865,0.175675676,0.355615017
3338,0.640198115,0.912117693,0.180419269,0.497095991,0.705204609,0.364153627,0.247326226
3339,0.024444799,0.955607175,0.306720208,0.495477558,0.70480731,0.392603129,0.236296751
3340,0.021728711,0.940379404,0.307463592,0.496905874,0.703615415,0.415007112,0.214572179
3341,0.658891197,0.927087366,0.18264942,0.499000209,0.703615415,0.426031294,0.208890375
3342,0.668477393,0.955090979,0.185697294,0.497667257,0.700834327,0.440256046,0.203041445
3343,0.652979709,0.953284295,0.18220339,0.504141903,0.70003973,0.453058321,0.186330259
3344,0.644991213,0.95380049,0.18175736,0.503570333,0.698847835,0.441678521,0.191009361
3345,0.647227992,0.898825655,0.170829616,0.508997507,0.698053238,0.440611664,0.189672466
3346,0.639878575,0.900503291,0.17068094,0.504998649,0.699245133,0.440967283,0.183155118
3347,0.644032593,0.871983482,0.163247101,0.507664554,0.698847835,0.418918919,0.188335601
3348,0.004154018,0.906181443,0.294380054,0.50699823,0.697258641,0.424608819,0.188502667
3349,0.003514938,0.922054459,0.303969723,0.501475693,0.70242352,0.463726885,0.192012032
3350,0.666080844,0.957026713,0.181906036,0.496429667,0.701231625,0.418207681,0.180648395
3351,0.652660169,0.955090979,0.175661612,0.494525449,0.699642431,0.428165007,0.17396392
3352,0.646588912,0.954058588,0.173728814,0.497095991,0.695272149,0.442034139,0.171457196
3353,0.65122224,0.923603046,0.165997621,0.495382195,0.699642431,0.414295875,0.164438498
3354,0.660169356,0.940766551,0.167781742,0.496048824,0.706793802,0.357752489,0.175969263
3355,0.635085477,0.878435927,0.15774606,0.494049242,0.711164084,0.295874822,0.193850277
3356,0.638919955,0.912891986,0.161685995,0.495477558,0.713945173,0.242176387,0.202707221
3357,0.644032593,0.931991225,0.164510853,0.489098275,0.723480334,0.196301565,0.215909135
3358,0.011503435,0.951735708,0.308206976,0.48938406,0.726658721,0.176742532,0.218081512
3359,0.708260105,0.9585753,0.194543562,0.493382918,0.712753278,0.171763869,0.204378371
3360,0.668317623,0.954574784,0.168748142,0.496429667,0.713150576,0.199502134,0.177473254
3361,0.666240614,0.951993806,0.168302111,0.501190213,0.702820818,0.282361309,0.14087568
3362,0.644032593,0.942444186,0.165848944,0.495763038,0.654747716,0.33997155,0.118148375
3363,0.662725675,0.946186605,0.165179899,0.496620089,0.608263806,0.379445235,0.109291432
3364,0.659530276,0.954703833,0.164882545,0.497953042,0.564560985,0.408605974,0.10511362
3365,0.658571657,0.954187637,0.162875409,0.500238103,0.524036551,0.431009957,0.095922422
3366,0.641955584,0.954187637,0.162503717,0.499571779,0.529996027,0.428520626,0.100267361
3367,0.007988497,0.94554136,0.305828183,0.501380634,0.5609853,0.437055477,0.103609628
3368,0.02268733,0.95741386,0.310437128,0.501285271,0.607071911,0.434210526,0.10243983
3369,0.672152101,0.894050845,0.151204282,0.502999067,0.648390942,0.429587482,0.116477288
3370,0.663684295,0.947348045,0.159009813,0.499476416,0.661899086,0.428165007,0.126169775
3371,0.641795814,0.951993806,0.158935474,0.49776262,0.67063965,0.427098151,0.127840925
3372,0.656334878,0.951219512,0.157894737,0.498428944,0.668653159,0.416073969,0.141544128
3373,0.656175108,0.924893535,0.152839726,0.492145329,0.678188319,0.407894737,0.156584226
3374,0.636842946,0.910827204,0.14808207,0.492906711,0.681366706,0.404338549,0.155414427
3375,0.659210737,0.954445735,0.154400833,0.487384479,0.683353198,0.402204836,0.163435827
3376,0.003834478,0.956123371,0.304787428,0.484147308,0.686928884,0.385135135,0.170955907
3377,0.002875859,0.958446251,0.310065436,0.48519478,0.694477553,0.306543385,0.197192545
3378,0.662246365,0.955994322,0.157597383,0.48310014,0.70003973,0.301209104,0.19903076
3379,0.657932577,0.954703833,0.155292893,0.483671406,0.704410012,0.252489331,0.215574911
3380,0.644032593,0.87340302,0.141019923,0.488812795,0.723083035,0.208036984,0.247994704
3381,0.643393513,0.874951607,0.141837645,0.489955326,0.735796583,0.184566145,0.234291409
3382,0.640357885,0.918828236,0.149271484,0.48310014,0.733015495,0.173897582,0.237800834
3383,0.657772807,0.954316686,0.154475171,0.480815078,0.711958681,0.169985775,0.233121672
3384,0.658891197,0.954445735,0.153806125,0.481767188,0.694874851,0.197012802,0.206049489
3385,0.004633328,0.955220028,0.296907577,0.484147308,0.691299166,0.267780939,0.181483939
3386,0.02252756,0.958188153,0.309693744,0.484242671,0.688120779,0.324679943,0.166945192
3387,0.675667039,0.944767067,0.159753197,0.491383337,0.688915375,0.385846373,0.151737966
3388,0.65010385,0.911472448,0.147041332,0.486908577,0.694080254,0.398648649,0.157252642
3389,0.644352133,0.939992257,0.150981267,0.486527733,0.695272149,0.408250356,0.158422441
3390,0.661127976,0.945928507,0.150237883,0.480815078,0.695669448,0.412162162,0.158756695
3391,0.643233743,0.944767067,0.148751115,0.479767606,0.697258641,0.419985775,0.164271371
3392,0.641636044,0.954445735,0.148230746,0.479767606,0.698053238,0.424964438,0.171791451
3393,0.654417639,0.954316686,0.147784716,0.479672548,0.70003973,0.420697013,0.172459868
3394,0.644192363,0.954445735,0.14577758,0.484242671,0.703615415,0.440611664,0.169284727
3395,0.004793098,0.932249322,0.304192685,0.48728942,0.709177592,0.444523471,0.16861631
3396,0.560153379,0.937411279,0.204653583,0.490431228,0.707588399,0.461948791,0.152907765
3397,0.671513021,0.955478126,0.149271484,0.479101282,0.705601907,0.459103841,0.155748682
3398,0.663045215,0.95263905,0.146966994,0.478720439,0.707985697,0.458392603,0.155080234
3399,0.665441764,0.954445735,0.146520963,0.481290981,0.705601907,0.455192034,0.141042807
3400,0.640677425,0.949929023,0.144439489,0.483766464,0.709574891,0.424964438,0.1552473
3401,0.640357885,0.953542393,0.143844781,0.481862246,0.717918157,0.364509246,0.172459868
3402,0.656494648,0.872370628,0.130463872,0.486337311,0.72427493,0.311522048,0.183990662
3403,0.660329126,0.964640599,0.144513827,0.479767606,0.739769567,0.237908962,0.211062845
3404,0.021089631,0.947089947,0.306199875,0.483671406,0.755661502,0.19487909,0.233288799
3405,0.020450551,0.949025681,0.308876039,0.495096714,0.711561383,0.243598862,0.211898389
3406,0.654257869,0.965802039,0.149197145,0.488336588,0.708382996,0.295519203,0.189171145
3407,0.65074293,0.964898697,0.147413024,0.488051107,0.714342471,0.349217639,0.177139061
3408,0.663204985,0.965027746,0.146818317,0.489860267,0.720699245,0.315789474,0.189004018
3409,0.656175108,0.944638018,0.143398751,0.499285994,0.713945173,0.394025605,0.164438498
3410,0.637162486,0.964898697,0.14577758,0.499952318,0.703615415,0.423186344,0.165274042
3411,0.662406135,0.964898697,0.145405888,0.49566798,0.707191101,0.440967283,0.172794122
3412,0.639559035,0.96451155,0.143398751,0.493192496,0.714342471,0.447012802,0.174966591
3413,0.02220802,0.946831849,0.29943501,0.504236962,0.706793802,0.445945946,0.178643052
3414,0.025083879,0.967737773,0.311329153,0.498714729,0.700437028,0.438122333,0.191009361
3415,0.657932577,0.961414376,0.141465953,0.499476416,0.714342471,0.451991465,0.18415779
3416,0.657932577,0.961414376,0.141465953,0.499476416,0.714342471,0.451991465,0.18415779
3417,0.657932577,0.961414376,0.141465953,0.499476416,0.714342471,0.451991465,0.18415779
3418,0.657932577,0.961414376,0.141465953,0.499476416,0.714342471,0.451991465,0.18415779
3419,0.657932577,0.961414376,0.141465953,0.499476416,0.714342471,0.451991465,0.18415779
3420,0.657932577,0.961414376,0.141465953,0.499476416,0.714342471,0.451991465,0.18415779
3421,0.657932577,0.961414376,0.141465953,0.499476416,0.714342471,0.451991465,0.18415779
3422,0.657932577,0.961414376,0.141465953,0.499476416,0.714342471,0.451991465,0.18415779
3423,0.657932577,0.961414376,0.141465953,0.499476416,0.714342471,0.451991465,0.18415779
3424,0.657932577,0.961414376,0.141465953,0.499476416,0.714342471,0.451991465,0.18415779
3425,0.657932577,0.961414376,0.141465953,0.499476416,0.714342471,0.451991465,0.18415779
3426,0.661767055,0.943734675,0.14161463,0.45891657,0.71712356,0.550853485,0.086229934
3427,0.009106886,0.965543941,0.303820993,0.465676392,0.570917759,0.403627312,0.114471915
3428,0.003035629,0.967866822,0.310957461,0.464438803,0.713150576,0.272403983,0.189004018
3429,0.669276242,0.967092528,0.151650312,0.465676392,0.715534366,0.214082504,0.236296751
3430,0.65058316,0.964382501,0.145331549,0.476911279,0.70242352,0.222972973,0.250000046
3431,0.663364755,0.96567299,0.146520963,0.48519478,0.688518077,0.28200569,0.247827576
3432,0.644671673,0.965802039,0.146818317,0.485385202,0.690107271,0.355263158,0.258021446
3433,0.656494648,0.965285843,0.14622361,0.483480984,0.703218117,0.375889047,0.257854319
3434,0.659210737,0.947606143,0.141019923,0.490717013,0.712355979,0.395092461,0.271557522
3435,0.652819939,0.965414892,0.143770443,0.493477977,0.694477553,0.413940256,0.274899728
3436,0.648026841,0.965414892,0.143101398,0.490145747,0.696861343,0.423897582,0.269886403
3437,0.010864355,0.946831849,0.30523344,0.494811234,0.705601907,0.43598862,0.273729991
3438,0.003834478,0.968253968,0.311998216,0.496429667,0.694080254,0.437055477,0.278743286
3439,0.662885445,0.965802039,0.146074933,0.492430809,0.701628923,0.432788051,0.28175136
3440,0.669116472,0.947735192,0.141391615,0.499666838,0.70480731,0.434566145,0.286764686
3441,0.655376258,0.965156794,0.143175736,0.496810511,0.694874851,0.413584637,0.292613616
3442,0.639239495,0.965156794,0.142134999,0.493954184,0.702026222,0.421052632,0.289939887
3443,0.644192363,0.943089431,0.137749034,0.503094431,0.70480731,0.4185633,0.29077537
3444,0.646109602,0.964898697,0.139979185,0.497286413,0.701628923,0.427098151,0.292446581
3445,0.639399265,0.964769648,0.139681832,0.494239664,0.708382996,0.428876245,0.282921098
3446,0.014059754,0.963866305,0.293562349,0.501761478,0.707588399,0.436344239,0.280581532
3447,0.020290781,0.967737773,0.310660178,0.493954184,0.705204609,0.438477952,0.279244667
3448,0.699952069,0.951864757,0.153434434,0.492525868,0.712355979,0.441678521,0.269719276
3449,0.653139479,0.965156794,0.13975617,0.497286413,0.715931665,0.392247511,0.279913145
3450,0.659370506,0.964769648,0.138715433,0.492240387,0.728247914,0.310099573,0.300802112
3451,0.660648666,0.965543941,0.136113589,0.499000209,0.750099325,0.294452347,0.277740676
3452,0.657772807,0.96567299,0.136113589,0.494239664,0.73897497,0.204480797,0.333221997
3453,0.00063908,0.947477094,0.303820993,0.496334304,0.726261422,0.211237553,0.332219356
3454,0.02348618,0.968512066,0.311775254,0.500618947,0.70003973,0.22972973,0.338569515
3455,0.660968206,0.966576332,0.140127862,0.497095991,0.698450536,0.307254623,0.287767418
3456,0.668956702,0.959220545,0.136410943,0.505474551,0.698053238,0.345661451,0.27907754
3457,0.663524525,0.965931088,0.137377342,0.5019519,0.698450536,0.322901849,0.298128384
3458,0.656973958,0.943992773,0.132471008,0.505474551,0.701628923,0.361664296,0.272727259
3459,0.640038345,0.965802039,0.135667559,0.504903286,0.694874851,0.361308677,0.279578891
3460,0.642115354,0.946831849,0.131653286,0.504712864,0.704410012,0.36344239,0.282586874
3461,0.648026841,0.965931088,0.133214392,0.508997507,0.696066746,0.368776671,0.274732601
3462,0.641795814,0.9585753,0.131207255,0.504808227,0.705601907,0.368065434,0.281417137
3463,0.021089631,0.968641115,0.310214077,0.508902448,0.698847835,0.365931721,0.281082882
3464,0.194120467,0.955607175,0.273936997,0.503856118,0.706396504,0.355263158,0.281082882
3465,0.648665921,0.966060137,0.135964912,0.505189071,0.701231625,0.358819346,0.284759343
3466,0.648186611,0.946057556,0.13053821,0.502332743,0.708382996,0.356330014,0.288435896
3467,0.643233743,0.96567299,0.131950639,0.500333162,0.70242352,0.362375533,0.282586874
3468,0.659370506,0.944121822,0.127044306,0.499190631,0.707985697,0.364509246,0.283756733
3469,0.642275124,0.964898697,0.128828427,0.494811234,0.700437028,0.350995733,0.290441238
3470,0.658731427,0.9585753,0.126598275,0.494906293,0.707588399,0.34601707,0.283422479
3471,0.659050967,0.964898697,0.126300922,0.489098275,0.705204609,0.349573257,0.286597558
